Timestamp,Open,High,Low,Close,Volume
1655942400000,19988.00000000,21233.00000000,19890.07000000,21110.13000000,83127.08716000
1656028800000,21110.12000000,21558.41000000,20736.72000000,21237.69000000,77430.36622000
1656115200000,21237.68000000,21614.50000000,20906.62000000,21491.19000000,51431.67794000
1656201600000,21491.18000000,21888.00000000,20964.73000000,21038.07000000,53278.10464000
1656288000000,21038.08000000,21539.85000000,20510.00000000,20742.56000000,64475.00130000
1656374400000,20742.57000000,21212.10000000,20202.01000000,20281.29000000,63801.08320000
1656460800000,20281.28000000,20432.31000000,19854.92000000,20123.01000000,77309.04379000
1656547200000,20123.00000000,20179.08000000,18626.00000000,19942.21000000,93846.64806000
1656633600000,19942.21000000,20918.35000000,18975.00000000,19279.80000000,111844.59494000
1656720000000,19279.80000000,19467.39000000,18977.01000000,19252.81000000,46180.30210000
1656806400000,19252.82000000,19647.63000000,18781.00000000,19315.83000000,51087.46631000
1656892800000,19315.83000000,20354.01000000,19055.31000000,20236.71000000,74814.04601000
1656979200000,20236.71000000,20750.00000000,19304.40000000,20175.83000000,96041.13756000
1657065600000,20175.84000000,20675.22000000,19761.25000000,20564.51000000,82439.58080000
1657152000000,20564.51000000,21838.10000000,20251.68000000,21624.98000000,85014.58261000
1657238400000,21624.99000000,22527.37000000,21189.26000000,21594.75000000,403081.57349000
1657324800000,21594.75000000,21980.00000000,21322.12000000,21591.83000000,178417.84468000
1657411200000,21592.15000000,21607.65000000,20655.00000000,20862.47000000,192188.21556000
1657497600000,20861.11000000,20868.48000000,19875.23000000,19963.61000000,137535.40724000
1657584000000,19963.61000000,20059.42000000,19240.00000000,19328.75000000,139506.45862000
1657670400000,19331.28000000,20366.61000000,18910.94000000,20234.87000000,209250.24888000
1657756800000,20234.87000000,20900.00000000,19616.07000000,20588.84000000,174809.21696000
1657843200000,20588.84000000,21200.00000000,20382.29000000,20830.04000000,143343.30490000
1657929600000,20830.04000000,21588.94000000,20478.61000000,21195.60000000,121011.67393000
1658016000000,21195.60000000,21684.54000000,20750.01000000,20798.16000000,118229.45250000
1658102400000,20799.58000000,22777.63000000,20762.45000000,22432.58000000,239942.73132000
1658188800000,22432.58000000,23800.00000000,21579.54000000,23396.62000000,263770.76574000
1658275200000,23398.48000000,24276.74000000,22906.19000000,23223.30000000,238762.17094000
1658361600000,23223.30000000,23442.77000000,22341.46000000,23152.19000000,184817.68191000
1658448000000,23152.19000000,23756.49000000,22500.00000000,22684.83000000,171598.43966000
1658534400000,22684.83000000,23000.77000000,21934.57000000,22451.07000000,122137.77375000
1658620800000,22448.58000000,23014.64000000,22257.15000000,22579.68000000,115189.67277000
1658707200000,22577.13000000,22666.00000000,21250.00000000,21310.90000000,180344.76643000
1658793600000,21310.90000000,21347.82000000,20706.50000000,21254.67000000,177817.24326000
1658880000000,21254.67000000,23112.63000000,21042.53000000,22952.45000000,210971.19796000
1658966400000,22954.31000000,24199.72000000,22582.13000000,23842.93000000,236029.07410000
1659052800000,23845.25000000,24442.66000000,23414.03000000,23773.75000000,198298.50623000
1659139200000,23777.28000000,24668.00000000,23502.25000000,23643.51000000,151060.13211000
1659225600000,23644.64000000,24194.82000000,23227.31000000,23293.32000000,127743.32483000
1659312000000,23296.36000000,23509.68000000,22850.00000000,23268.01000000,144210.16219000
1659398400000,23266.90000000,23459.89000000,22654.37000000,22987.79000000,158073.28225000
1659484800000,22985.93000000,23647.68000000,22681.22000000,22818.37000000,145948.80995000
1659571200000,22816.91000000,23223.32000000,22400.00000000,22622.98000000,154854.67016000
1659657600000,22622.41000000,23472.86000000,22586.95000000,23312.42000000,175251.69749000
1659744000000,23313.56000000,23354.36000000,22909.52000000,22954.21000000,83911.80307000
1659830400000,22954.21000000,23402.00000000,22844.62000000,23174.39000000,88890.00877000
1659916800000,23174.39000000,24245.00000000,23154.25000000,23810.00000000,170958.44152000
1660003200000,23810.98000000,23933.25000000,22865.00000000,23149.95000000,143182.50858000
1660089600000,23151.32000000,24226.00000000,22664.69000000,23954.05000000,208916.54953000
1660176000000,23954.05000000,24918.54000000,23852.13000000,23934.39000000,249759.79557000
1660262400000,23933.09000000,24456.50000000,23583.00000000,24403.68000000,174207.57040000
1660348800000,24401.70000000,24888.00000000,24291.22000000,24441.38000000,152852.25435000
1660435200000,24443.06000000,25047.56000000,24144.00000000,24305.24000000,151206.14473000
1660521600000,24305.25000000,25211.32000000,23773.22000000,24094.82000000,242539.54758000
1660608000000,24093.04000000,24247.49000000,23671.22000000,23854.74000000,179324.94821000
1660694400000,23856.15000000,24446.71000000,23180.40000000,23342.66000000,210668.68766000
1660780800000,23342.66000000,23600.00000000,23111.04000000,23191.20000000,144185.97011000
1660867200000,23191.45000000,23208.67000000,20783.57000000,20834.39000000,283995.87747000
1660953600000,20834.39000000,21382.85000000,20761.90000000,21140.07000000,183041.68363000
1661040000000,21140.07000000,21800.00000000,21069.11000000,21515.61000000,159200.68410000
1661126400000,21516.70000000,21548.71000000,20890.18000000,21399.83000000,222222.04526000
