Timestamp,Open,High,Low,Close,Volume
1724301600000,60674.36000000,60739.41000000,60655.55000000,60723.71000000,87.92342000
1724301900000,60723.70000000,60768.45000000,60677.01000000,60763.03000000,64.26657000
1724302200000,60763.03000000,60834.66000000,60748.01000000,60765.12000000,97.27850000
1724302500000,60765.13000000,60850.00000000,60750.00000000,60834.52000000,72.83602000
1724302800000,60834.53000000,60834.53000000,60697.00000000,60700.01000000,72.16084000
1724303100000,60700.01000000,60734.88000000,60666.35000000,60711.99000000,61.43101000
1724303400000,60712.00000000,60810.00000000,60694.00000000,60750.00000000,60.60635000
1724303700000,60750.00000000,60785.89000000,60720.43000000,60772.63000000,33.43173000
1724304000000,60772.64000000,60778.00000000,60704.61000000,60746.50000000,34.91989000
1724304300000,60746.50000000,60765.13000000,60710.00000000,60713.19000000,29.00135000
1724304600000,60713.20000000,60713.20000000,60650.02000000,60679.99000000,42.19589000
1724304900000,60679.99000000,60708.80000000,60625.71000000,60704.62000000,37.38644000
1724305200000,60704.62000000,60720.70000000,60652.79000000,60662.91000000,26.88130000
1724305500000,60662.91000000,60684.32000000,60602.45000000,60623.67000000,37.54351000
1724305800000,60623.66000000,60679.35000000,60611.20000000,60660.17000000,34.11026000
1724306100000,60660.17000000,60726.57000000,60658.50000000,60724.00000000,38.11075000
1724306400000,60724.01000000,60873.00000000,60682.41000000,60871.82000000,68.97929000
1724306700000,60871.82000000,60938.59000000,60864.00000000,60918.00000000,82.69490000
1724307000000,60918.01000000,60944.53000000,60795.45000000,60810.21000000,75.92417000
1724307300000,60810.21000000,60850.97000000,60779.00000000,60779.00000000,44.60390000
1724307600000,60779.00000000,60779.01000000,60707.77000000,60718.78000000,55.31010000
1724307900000,60718.79000000,60788.00000000,60717.02000000,60773.99000000,23.28987000
1724308200000,60774.00000000,60803.93000000,60724.00000000,60759.79000000,58.79966000
1724308500000,60759.78000000,60759.79000000,60712.03000000,60725.98000000,17.56004000
1724308800000,60725.97000000,60747.80000000,60708.33000000,60728.99000000,37.79116000
1724309100000,60728.98000000,60808.00000000,60720.30000000,60785.78000000,46.03359000
1724309400000,60785.78000000,60825.65000000,60780.00000000,60780.01000000,23.39466000
1724309700000,60780.00000000,60785.80000000,60742.59000000,60762.91000000,20.08762000
1724310000000,60762.92000000,60825.65000000,60749.12000000,60811.99000000,18.37065000
1724310300000,60812.00000000,60820.00000000,60725.22000000,60725.22000000,30.95117000
1724310600000,60725.22000000,60740.03000000,60708.69000000,60740.02000000,35.47415000
1724310900000,60740.03000000,60825.66000000,60740.03000000,60794.20000000,105.75978000
1724311200000,60794.21000000,60808.35000000,60716.00000000,60716.00000000,47.89386000
1724311500000,60716.01000000,60778.59000000,60714.05000000,60778.59000000,38.18341000
1724311800000,60778.59000000,60794.99000000,60735.99000000,60772.57000000,33.48394000
1724312100000,60774.38000000,60824.37000000,60753.02000000,60824.36000000,36.52756000
1724312400000,60824.37000000,60850.00000000,60795.72000000,60849.99000000,45.41472000
1724312700000,60850.00000000,60906.91000000,60812.00000000,60906.91000000,59.63588000
1724313000000,60906.91000000,60939.35000000,60872.38000000,60932.15000000,52.40914000
1724313300000,60932.15000000,61114.23000000,60927.38000000,60984.31000000,256.94248000
